host_id,host_url,host_name,host_since,host_location,host_about,host_response_rate,host_acceptance_rate,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count
21412915,https://www.airbnb.com/users/show/21412915,Mira,2014-09-16,"Vancouver, Canada","I live in my home city of Vancouver with my Scottish boat building husband, our daughter and mini goldendoodle doodle. I love to travel and meet new people. I love hospitality and being hospitable. I look forward to welcoming you to our beautiful home and trust that you will treat it with respect. Please feel free to ask me questions and I'll answer as quickly as I can. ",100%,100%,https://a0.muscache.com/im/pictures/user/7810fc66-d627-46f2-b1f8-74df4c39ee17.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7810fc66-d627-46f2-b1f8-74df4c39ee17.jpg?aki_policy=profile_x_medium,Knight,1,3
21458071,https://www.airbnb.com/users/show/21458071,Ali,2014-09-17,"Vancouver, Canada",Love to travel and share cultures and stories. I'm very active and know all the good places to go in Vancouver for dining and playing. ,100%,94%,https://a0.muscache.com/im/pictures/user/cd9b4cb5-7098-47ae-a0e3-6d6326309290.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cd9b4cb5-7098-47ae-a0e3-6d6326309290.jpg?aki_policy=profile_x_medium,Central Vancouver,5,15
21545008,https://www.airbnb.com/users/show/21545008,Sara,2014-09-20,"Whistler, Canada","Love to host guests from around the world! 

I live in Whistler just a few minutes away so please connect anytime.

My family loves the outdoors, mountain biking,  swimming, skate skiing and picking fresh produce from farms in Pemberton or the paradise of Galiano island! 
",100%,100%,https://a0.muscache.com/im/pictures/user/551d7587-e36f-4cbc-9557-e455aeae5aee.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/551d7587-e36f-4cbc-9557-e455aeae5aee.jpg?aki_policy=profile_x_medium,,2,2
21573772,https://www.airbnb.com/users/show/21573772,Steph,2014-09-20,"Vancouver, Canada","We're avid travellers, and understand the importance of having somewhere comfortable and safe to stay when exploring a new city. We're also in love with our home and neighbourhood in Vancouver, and love to welcome guests to stay with us. We've been CS members for many years (both for surfing and hosting); now using AirBnB for times when we're not as available to host other travellers. ",100%,88%,https://a0.muscache.com/im/users/21573772/profile_pic/1411375750/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21573772/profile_pic/1411375750/original.jpg?aki_policy=profile_x_medium,Grandview-Woodland,1,3
21578733,https://www.airbnb.com/users/show/21578733,Julie,2014-09-21,"Vancouver, Canada",,N/A,100%,https://a0.muscache.com/im/users/21578733/profile_pic/1411279472/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21578733/profile_pic/1411279472/original.jpg?aki_policy=profile_x_medium,Killarney,2,3
21600910,https://www.airbnb.com/users/show/21600910,Elaine,2014-09-21,"Vancouver, Canada","“春有百花秋有月，夏有凉风冬有雪。若无闲事心头挂，便是人间好时节。”

相逢是缘，一切都是最好的安排。

行走在世上，但愿人间值得。

",N/A,N/A,https://a0.muscache.com/im/pictures/user/950f3ee2-e1cf-42ae-9fb6-4ffaaf83ac4b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/950f3ee2-e1cf-42ae-9fb6-4ffaaf83ac4b.jpg?aki_policy=profile_x_medium,Dunbar-Southlands,2,3
21614195,https://www.airbnb.com/users/show/21614195,Julia,2014-09-21,"Vancouver, Canada",I'm an elementary teacher who has lived in Vancouver for 18 years.  I live with my partner and two sons.    We enjoy traveling and are hoping for a visit to Spain in the summer of 2018.,N/A,N/A,https://a0.muscache.com/im/users/21614195/profile_pic/1417459929/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21614195/profile_pic/1417459929/original.jpg?aki_policy=profile_x_medium,Mount Pleasant,1,1
21665633,https://www.airbnb.com/users/show/21665633,Shawna,2014-09-23,"Vancouver, Canada",,N/A,0%,https://a0.muscache.com/im/users/21665633/profile_pic/1436993274/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21665633/profile_pic/1436993274/original.jpg?aki_policy=profile_x_medium,Mount Pleasant,1,1
21683172,https://www.airbnb.com/users/show/21683172,Jim,2014-09-23,"Vancouver, Canada","Hi, I'm Jim and I have used Airbnb for several years travelling all over the world meeting wonderful people. I am now available to host guests in my home town of Vancouver as my building permits short term stay guests.

My Canadian home is in downtown Vancouver ""Yaletown"" and is easily accessible by transit and located close to the seawall, parks and night life.  Free secured parking is available in my building upon request. 

I have a small dog named Mocha who is a yorkie/shih tzu mix who can also entertain you as well.


",100%,100%,https://a0.muscache.com/im/pictures/user/6c633750-e318-46f5-a7af-6bcfdbb43b18.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6c633750-e318-46f5-a7af-6bcfdbb43b18.jpg?aki_policy=profile_x_medium,Downtown Vancouver,2,2
21699351,https://www.airbnb.com/users/show/21699351,Melody,2014-09-23,"Vancouver, Canada",,N/A,N/A,https://a0.muscache.com/im/users/21699351/profile_pic/1411513405/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21699351/profile_pic/1411513405/original.jpg?aki_policy=profile_x_medium,,1,12
21709560,https://www.airbnb.com/users/show/21709560,Sam,2014-09-24,"Vancouver, Canada",,100%,100%,https://a0.muscache.com/im/pictures/user/a4c7fb18-50e1-4f97-879f-9ce6632a6be2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a4c7fb18-50e1-4f97-879f-9ce6632a6be2.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1
21775252,https://www.airbnb.com/users/show/21775252,Atena,2014-09-25,"West Vancouver, Canada",Big laugh.,93%,100%,https://a0.muscache.com/im/users/21775252/profile_pic/1425219737/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21775252/profile_pic/1425219737/original.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1
21783759,https://www.airbnb.com/users/show/21783759,Viviena,2014-09-25,"Vancouver, Canada","I grew up in Vancouver and love the outdoor lifestyle that it offers.  I have enjoyed everything from golfing around the greater Vancouver area to rowing in Coal Harbour to mountain biking and skiing on our local North Shore mountains and Whistler.   My love for travelling has taken me to some very unusual places, places where baboons steal your undergarments from your laundry.   I also enjoy dining out with my family in many of the restaurants located in Vancouver. ",100%,100%,https://a0.muscache.com/im/pictures/user/89912b80-1f86-4508-8a39-19239ab87ee8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/89912b80-1f86-4508-8a39-19239ab87ee8.jpg?aki_policy=profile_x_medium,Downtown Vancouver,10,10
21833993,https://www.airbnb.com/users/show/21833993,Francesco,2014-09-27,"Vancouver, Canada",,N/A,100%,https://a0.muscache.com/im/pictures/user/df7ce22a-3fdf-4957-9be0-bcbdd823b182.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/df7ce22a-3fdf-4957-9be0-bcbdd823b182.jpg?aki_policy=profile_x_medium,Kensington-Cedar Cottage,1,1
21852929,https://www.airbnb.com/users/show/21852929,Inderveer,2014-09-27,"Winnipeg, Canada",,N/A,N/A,https://a0.muscache.com/im/pictures/user/703106db-c470-41d2-b0ce-73fd28cc26ac.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/703106db-c470-41d2-b0ce-73fd28cc26ac.jpg?aki_policy=profile_x_medium,Fairview,1,1
21857224,https://www.airbnb.com/users/show/21857224,Max,2014-09-28,"Vancouver, Canada","Hello! My name is Max, and I'm from Vancouver, BC, Canada. I'm a philosophy student and I also work in the fiber optics industry in British Columbia. I love travelling and meeting new people.",N/A,N/A,https://a0.muscache.com/im/pictures/user/e71cf628-bace-4ccc-ab41-94f5ec8cf575.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e71cf628-bace-4ccc-ab41-94f5ec8cf575.jpg?aki_policy=profile_x_medium,West End,1,1
21938621,https://www.airbnb.com/users/show/21938621,Laura,2014-09-29,"Vancouver, Canada","Hosting and guesting with Airbnb circa 2014!

I love hosting! Providing travelers from all over the world a beautiful experience and comfortable space while they visit my home city is an absolute joy.  I’ve done my best to incorporate my experience as a guest using Airbnb (the good, the bad, the ‘what the…?”) all over the world into my accommodation to create the best possible guest experience.

About me: I’m a highly social, enthusiastic and curious lady. I grew up on a blueberry farm, I can ride a unicycle and I enjoy sharing irrelevant fun facts about myself in my online profiles when I feel self conscious about writing about myself. By day, I’m an Environmental Health and Safety Professional working on complex infrastructure construction projects. I’m also an artist. I love painting and drawing and all things visual arts.  I also love music, hiking, paddle boarding, cycling, water and snow skiing, reading and camping. 

I can't wait to meet you!
",100%,97%,https://a0.muscache.com/im/pictures/user/9da3f112-9874-41f8-a99a-44595ca4bff3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9da3f112-9874-41f8-a99a-44595ca4bff3.jpg?aki_policy=profile_x_medium,Kensington-Cedar Cottage,1,3
21966373,https://www.airbnb.com/users/show/21966373,Emily,2014-09-30,"Vancouver, Canada",,N/A,N/A,https://a0.muscache.com/im/users/21966373/profile_pic/1413393158/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21966373/profile_pic/1413393158/original.jpg?aki_policy=profile_x_medium,,1,2
21976533,https://www.airbnb.com/users/show/21976533,Maggie & Noah,2014-09-30,"Vancouver, Canada",We are a family of 5 and think Galiano Island and Vancouver are pretty amazing spots! We hope you can come and enjoy them as much as we do.,100%,100%,https://a0.muscache.com/im/users/21976533/profile_pic/1431109434/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21976533/profile_pic/1431109434/original.jpg?aki_policy=profile_x_medium,Mount Pleasant,4,4
21979733,https://www.airbnb.com/users/show/21979733,Gordon,2014-09-30,"Vancouver, Canada","My wife and I live (and work) in beautiful Vancouver, British Columbia where we raise our 3 lovely boys. We practice and believe in sustainable urbanism - that is, ways of allowing more nature into our cities via traditional and experimental methods of urban farming and ecological awareness.
Our house doubles as a studio ( called Invivo-design ) for developing and designing methods and products related to urban farming and zero - land food production. You're invited to look at our website if you want to know more...",100%,99%,https://a0.muscache.com/im/pictures/user/8903f250-6e30-4e27-857d-9bfffe3c7922.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8903f250-6e30-4e27-857d-9bfffe3c7922.jpg?aki_policy=profile_x_medium,Fairview,1,2
22026047,https://www.airbnb.com/users/show/22026047,Harry,2014-10-01,"Vancouver, Canada","I'm a 70-year-old airport consultant specializing in commercial opportunities in airports. I love to travel globally as much as possible. I also enjoy biking, golf, and spending time with my children and granddaughter.  ",100%,99%,https://a0.muscache.com/im/pictures/user/3c2f944b-aabc-4d7d-9d32-14029881da70.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3c2f944b-aabc-4d7d-9d32-14029881da70.jpg?aki_policy=profile_x_medium,South Cambie,2,2
22063658,https://www.airbnb.com/users/show/22063658,Dan,2014-10-02,"Vancouver, Canada",,N/A,N/A,https://a0.muscache.com/im/pictures/user/6ec06074-f995-43de-9eb5-b4e5b340d15b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6ec06074-f995-43de-9eb5-b4e5b340d15b.jpg?aki_policy=profile_x_medium,Kitsilano,1,1
22089242,https://www.airbnb.com/users/show/22089242,Alicia,2014-10-03,"Vancouver, Canada","We are a busy and active family. We live upstairs from the unit with two older children and the family dog, Daisy. We have lived in the neighbourhood for over 15 years and are happy to answer any questions or provide recommendations. ",100%,95%,https://a0.muscache.com/im/pictures/user/9edb85cf-6358-402c-b98a-10a322a990c5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9edb85cf-6358-402c-b98a-10a322a990c5.jpg?aki_policy=profile_x_medium,East Vancouver,1,1
22096754,https://www.airbnb.com/users/show/22096754,Evie,2014-10-03,"Vancouver, Canada","We are a family of four in East Vancouver. We love travelling with our two kids and exploring new places! 
We are very tidy and keep our home clean and well organized. 
I am an opera singer and voice teacher and my husband is an engineer. ",100%,50%,https://a0.muscache.com/im/pictures/user/4ae7b800-85fb-4c16-abbc-4e715108174b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4ae7b800-85fb-4c16-abbc-4e715108174b.jpg?aki_policy=profile_x_medium,Mount Pleasant,2,2
22096754,https://www.airbnb.com/users/show/22096754,Evie,2014-10-03,"Vancouver, Canada","We are a family of four in East Vancouver. We love travelling with our two kids and exploring new places! 
We are very tidy and keep our home clean and well organized. 
I am an opera singer and voice teacher and my husband is an engineer. ",100%,50%,https://a0.muscache.com/im/pictures/user/4ae7b800-85fb-4c16-abbc-4e715108174b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4ae7b800-85fb-4c16-abbc-4e715108174b.jpg?aki_policy=profile_x_medium,Mount Pleasant,2,2
22141540,https://www.airbnb.com/users/show/22141540,Crosby,2014-10-05,"Vancouver, Canada",,N/A,N/A,https://a0.muscache.com/im/users/22141540/profile_pic/1431453318/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/22141540/profile_pic/1431453318/original.jpg?aki_policy=profile_x_medium,Kitsilano,1,1
22168735,https://www.airbnb.com/users/show/22168735,Steve,2014-10-05,Canada,,N/A,N/A,https://a0.muscache.com/im/pictures/user/2cf426a6-d830-43b6-acc3-7b6e2025314a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2cf426a6-d830-43b6-acc3-7b6e2025314a.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1
22208656,https://www.airbnb.com/users/show/22208656,Richard,2014-10-06,"Vancouver, Canada","As we live upstairs and really enjoy meeting people you can be certain that you will feel welcome. We are physically very active, enjoy cooking and would love to share our experiences with you so your visit will be memorable.",100%,98%,https://a0.muscache.com/im/users/22208656/profile_pic/1417195686/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/22208656/profile_pic/1417195686/original.jpg?aki_policy=profile_x_medium,Riley Park,1,2
22221552,https://www.airbnb.com/users/show/22221552,Simon,2014-10-07,"Vancouver, Canada",Hiya!,100%,100%,https://a0.muscache.com/im/pictures/user/a2de6858-25ea-4a4e-ac38-2e1130aac35b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a2de6858-25ea-4a4e-ac38-2e1130aac35b.jpg?aki_policy=profile_x_medium,Knight,1,2
22309452,https://www.airbnb.com/users/show/22309452,Alex,2014-10-08,"Vancouver, Canada",,100%,100%,https://a0.muscache.com/im/pictures/user/6f47dd6a-0632-47c8-ae68-d1be919f3e6c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6f47dd6a-0632-47c8-ae68-d1be919f3e6c.jpg?aki_policy=profile_x_medium,,2,2
